"","gene","variable","value","region","stage"
"1054","Solyc11g008520.1.1","e5.SAM",0.0191909854850893,"SAM","1"
"1055","Solyc11g010220.1.1","e5.SAM",0.176812304801463,"SAM","1"
"1056","Solyc11g011350.1.1","e5.SAM",-1.19257984060437,"SAM","1"
"1057","Solyc11g011790.1.1","e5.SAM",-0.849170790782573,"SAM","1"
"1058","Solyc11g011890.1.1","e5.SAM",1.02860272213839,"SAM","1"
"1059","Solyc12g010500.1.1","e5.SAM",-1.01138907346202,"SAM","1"
"1060","Solyc12g010570.1.1","e5.SAM",0.658386189879713,"SAM","1"
"1061","Solyc12g100350.1.1","e5.SAM",-1.0529762657928,"SAM","1"
"1062","Solyc01g056330.1.1","e5.SAM",-0.811547744344342,"SAM","1"
"1063","Solyc01g095560.2.1","e5.SAM",-0.741877246217422,"SAM","1"
"1064","Solyc01g110180.2.1","e5.SAM",-0.0123156570347326,"SAM","1"
"1065","Solyc02g050240.2.1","e5.SAM",-0.587576660311091,"SAM","1"
"1066","Solyc02g069870.1.1","e5.SAM",-0.785485204121434,"SAM","1"
"1067","Solyc02g085320.1.1","e5.SAM",-0.283945700538482,"SAM","1"
"1068","Solyc02g092770.2.1","e5.SAM",-0.0659599648257356,"SAM","1"
"1069","Solyc03g083880.2.1","e5.SAM",-0.748986722069069,"SAM","1"
"1070","Solyc03g110890.1.1","e5.SAM",-0.671777179685003,"SAM","1"
"1071","Solyc04g014830.1.1","e5.SAM",0.0536965138607512,"SAM","1"
"1072","Solyc05g007640.2.1","e5.SAM",-0.4708233842278,"SAM","1"
"1073","Solyc05g043410.1.1","e5.SAM",0.918666954816214,"SAM","1"
"1074","Solyc05g055540.1.1","e5.SAM",-0.0212036208971212,"SAM","1"
"1075","Solyc06g071610.1.1","e5.SAM",0.389332961608294,"SAM","1"
"1076","Solyc06g074240.1.1","e5.SAM",-0.615401512958299,"SAM","1"
"1077","Solyc07g005170.1.1","e5.SAM",-0.151914981072663,"SAM","1"
"1078","Solyc07g008440.2.1","e5.SAM",-0.516473415577518,"SAM","1"
"1079","Solyc07g043250.1.1","e5.SAM",-0.632495040433501,"SAM","1"
"1080","Solyc07g047640.2.1","e5.SAM",-0.444775722030675,"SAM","1"
"1081","Solyc07g049550.2.1","e5.SAM",-0.819378888629873,"SAM","1"
"1082","Solyc08g016310.2.1","e5.SAM",-0.886988656558608,"SAM","1"
"1083","Solyc08g022180.1.1","e5.SAM",-0.736853294652245,"SAM","1"
"1084","Solyc09g064490.1.1","e5.SAM",-0.443338218540465,"SAM","1"
"1085","Solyc09g082550.2.1","e5.SAM",0.297523766758,"SAM","1"
"1086","Solyc09g098250.2.1","e5.SAM",0.402995543781312,"SAM","1"
"1087","Solyc10g017610.1.1","e5.SAM",-0.0771681872949891,"SAM","1"
"1088","Solyc10g083410.1.1","e5.SAM",-0.709918917545311,"SAM","1"
"1089","Solyc11g031950.1.1","e5.SAM",-1.46176871064044,"SAM","1"
"1090","Solyc11g040170.1.1","e5.SAM",-1.32525650797364,"SAM","1"
"1091","Solyc12g044180.1.1","e5.SAM",-0.460493492734883,"SAM","1"
"1092","Solyc12g049500.1.1","e5.SAM",-0.862475560112325,"SAM","1"
"1093","Solyc12g088640.1.1","e5.SAM",-0.614486278998249,"SAM","1"
"1094","Solyc03g078120.2.1","e5.SAM",-0.47395597882031,"SAM","1"
"1095","Solyc03g118450.1.1","e5.SAM",-0.976118702941009,"SAM","1"
"1096","Solyc06g050160.2.1","e5.SAM",-0.783790583169298,"SAM","1"
"1097","Solyc03g082550.2.1","e5.SAM",-0.444775722030675,"SAM","1"
"1098","Solyc09g007710.2.1","e5.SAM",-0.595562948018381,"SAM","1"
"1099","Solyc00g230080.1.1","e5.SAM",-0.834906776484868,"SAM","1"
"1100","Solyc01g007780.2.1","e5.SAM",-0.592012431960275,"SAM","1"
"1101","Solyc01g112050.2.1","e5.SAM",-0.474270048219489,"SAM","1"
"1102","Solyc02g082050.2.1","e5.SAM",0.312950513998125,"SAM","1"
"1103","Solyc07g055020.2.1","e5.SAM",-0.564532242479803,"SAM","1"
"1104","Solyc08g083400.2.1","e5.SAM",-0.263642481932658,"SAM","1"
"1105","Solyc09g014860.2.1","e5.SAM",-0.458258913173015,"SAM","1"
"1106","Solyc12g010720.1.1","e5.SAM",-0.826114402882961,"SAM","1"
"1107","Solyc10g055730.1.1","e5.SAM",-0.66935529339409,"SAM","1"
"1108","Solyc08g079190.1.1","e5.SAM",-0.649245768109021,"SAM","1"
"1109","Solyc06g060530.1.1","e5.SAM",-0.474270048219489,"SAM","1"
"1110","Solyc11g044250.1.1","e5.SAM",-0.462594717138522,"SAM","1"
